Gene	O1_E_1cm	O1_E_5cm	O1_K_1	O1_LI_10cm	O1_LI_19cm	O1_LI_1cm	O1_LI_28cm	O1_LI_37cm	O1_LI_46cm	O1_LI_55cm	O1_S_1	O1_S_3	O1_SI_161cm	O1_SI_1cm	O1_SI_201cm	O1_SI_41cm	O1_SI_81cm	O1_Tg_F_Th	O2_E_1cm	O2_E_5cm	O2_K_1	O2_LI_10cm	O2_LI_19cm	O2_LI_1cm	O2_LI_28cm	O2_LI_37cm	O2_LI_46cm	O2_LI_55cm	O2_S_1	O2_S_3	O2_SI_121cm	O2_SI_145cm	O2_SI_49cm	O2_Tg_TR	Y1_E_1cm	Y1_E_5cm	Y1_K_1	Y1_LI_10cm	Y1_LI_19cm	Y1_LI_1cm	Y1_LI_28cm	Y1_LI_37cm	Y1_LI_46cm	Y1_LI_55cm	Y1_S_1	Y1_S_3	Y1_SI_113cm	Y1_SI_137cm	Y1_SI_29cm	Y1_SI_85cm	Y1_Th_TG_f	Y2_E_1cm	Y2_E_5cm	Y2_K_1	Y2_LI_10cm	Y2_LI_19cm	Y2_LI_1cm	Y2_LI_28cm	Y2_LI_37cm	Y2_LI_46cm	Y2_LI_55cm	Y2_S_1	Y2_S_3	Y2_SI_113cm	Y2_SI_141cm	Y2_SI_169cm	Y2_SI_1cm	Y2_SI_29cm	Y2_SI_57cm	Y2_Tg_TR
UniRef90_A0A0E9FLH2	0	0	11.1209	11.3334	6.45467	5.79912	8.40614	12.4167	10.6847	10.9421	5.67798	0	6.69494	9.62316	9.35326	0	0	0	5.281	0	0	13.2333	9.10787	11.1656	13.0534	9.57712	1.43671	0.433964	1.53373	6.74277	3.87352	0	0	0	0	0	0	0.674213	0.898962	12.3477	1.25276	1.74097	1.89123	0.764026	0	14.0053	0	0	0	0	0	0	0	0	13.9076	7.8516	21.0579	8.59116	4.92264	8.51782	9.93932	5.97451	5.121	1.56001	9.32217	4.21453	3.48182	0	0	0
UniRef90_A0A0E9FPC9	0	0	0	0	0	0	0	5.5259	0.58436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43944	1.35616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13451	0.59147	0.746074	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86862	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A0E9FQ97	0	0	15.1887	10.8603	9.13886	23.7126	10.686	8.92304	10.7117	11.4741	8.86648	3.59398	0	16.6713	8.65971	0	0	0	0	19.3871	4.83689	14.8008	18.8737	18.6039	21.3511	17.7102	4.2474	2.66605	0	3.82241	3.43453	0	0	0	0	0	13.7081	2.15344	3.76162	16.4353	3.57695	4.16255	5.09211	4.90873	0	19.9735	0	0	0	0	0	0	0	10.5409	12.6345	8.85078	19.6817	10.0156	6.11674	8.75881	8.70982	7.40223	4.51055	3.20612	10.4844	0	2.6836	0	0	0
UniRef90_A0A0E9FS03	0	0	26.8816	15.4403	12.9163	30.7295	13.0595	13.0389	13.9609	15.5944	8.34168	7.60781	21.7337	14.2398	16.782	0	0	0	5.7437	13.6797	13.3735	21.44	21.0563	23.2462	24.6767	20.9006	4.31713	2.2747	3.33622	10.267	16.556	0	0	0	0	0	0	2.85714	3.96512	15.7319	3.99647	4.58643	4.04961	5.9329	0	18.0043	0	0	0	0	0	0	0	14.8755	11.0573	8.49788	16.6551	9.1948	6.22305	10.3125	8.99551	10.0141	7.95669	0	22.267	6.11172	11.357	0	0	0
UniRef90_A0A0E9FS07	0	0	6.09553	10.5066	7.38058	19.6082	8.41577	7.36813	8.47232	8.87156	10.9144	1.78794	10.9868	13.9962	13.2301	0	0	0	0	0	9.18532	17.0708	16.2715	16.1693	17.4911	15.2656	3.74047	2.1486	9.45631	6.42548	7.79811	0	0	0	0	0	0	1.85693	3.17238	12.9011	3.53783	3.61407	3.65622	4.58454	0	13.2621	0	0	0	0	8.6217	0	0	8.38585	8.88525	6.15496	12.3814	6.82767	4.73854	6.64267	6.26921	3.94007	2.4802	1.58868	0	6.92932	1.87381	0	0	0
UniRef90_A0A0E9FSU9	0	0	5.35131	2.48608	1.85204	3.40913	2.21493	2.01435	2.02895	2.03815	2.07572	0	0	4.92088	5.72705	0	0	0	0	0	0	4.84742	4.18525	4.24041	4.93984	4.31846	1.02704	0.942587	0	1.75187	2.39618	0	0	0	0	0	0	0.285218	0.365453	2.87313	0.470755	0.499651	0.673792	0.575624	0	4.53091	0	0	0	0	0	0	0	3.65631	1.6872	1.25689	1.84484	1.63575	1.11052	1.58434	1.48545	3.11926	0	2.02573	0	0	0.753905	0	0	0
UniRef90_A0A0I9RSR5	0	0	0	6.71771	4.61903	6.40166	5.12226	4.44681	5.69448	5.57569	7.69448	0	0	0	8.84567	0	0	0	0	0	0	4.59304	3.88692	4.60708	5.94362	4.07249	0.485282	0.129616	0	0	12.7101	0	0	0	0	0	0	1.2431	2.6856	15.8786	2.96986	3.79405	3.83613	3.24607	0	16.6305	0	0	0	0	0	0	0	0	6.85745	4.25813	9.61512	5.23159	3.35369	4.46136	5.57203	4.81783	0	4.17349	0	0	0	0	0	0
UniRef90_A0A0M0MXW6	0	0	7.5704	13.902	9.03536	10.1483	10.3543	14.0098	12.1686	12.9145	14.8018	0	17.2421	10.0527	13.6094	0	0	0	0	0	0	16.9192	10.9775	13.0399	15.4834	12.5614	1.3723	0.349148	3.34404	16.3232	5.35582	0	0	0	0	0	0	1.34496	2.84034	21.7687	3.11286	2.95695	3.76912	2.4558	0	28.6736	0	0	0	0	0	0	0	6.79558	24.8958	17.5244	33.2246	17.1286	10.4583	15.7488	15.434	5.30235	7.10182	6.65994	12.0531	11.1634	3.62957	0	0	0
UniRef90_A0A0M0N2A4	0	0	10.1817	3.48083	2.02699	2.64445	1.75414	3.16289	2.66943	2.63549	7.89876	0	0	0	0	0	0	0	0	0	0	11.0287	9.85952	9.29622	10.9313	8.92582	1.93542	1.05445	0	6.93804	6.83866	0	0	0	0	0	0	0.350205	1.16806	7.15906	1.48305	1.04356	0.716496	0.617062	0	6.44116	0	0	0	0	0	0	0	0	5.14985	2.80165	5.47081	4.01227	3.69946	4.19445	3.97423	4.93847	0	0	0	0	3.58605	0	0	0
UniRef90_A0A0S2KJT9	0	0	17.6102	18.797	12.0477	16.2178	14.8639	16.9939	18.683	20.4157	9.10775	0	23.2456	18.328	18.3232	0	0	0	0	14.936	3.72638	32.6152	25.157	27.4086	29.7134	25.6497	2.97771	0.68459	28.4058	12.8113	13.1423	0	0	0	0	0	0	0.458638	0.606446	14.2561	1.01508	1.02382	1.40279	1.22507	0	10.5489	0	0	0	0	0	0	0	0	25.9037	18.989	36.5309	17.9728	12.7054	18.7695	18.5384	14.9039	10.4249	3.68033	11.4743	13.346	10.1013	0	0	0
UniRef90_A0A0T7A6D5	0	0	0	11.4655	9.23126	24.0186	8.8634	5.89529	8.55985	10.2805	3.43292	4.17454	3.9955	8.15768	3.94653	0	0	0	0	0	5.61823	14.1392	13.586	14.7162	15.7155	14.6566	1.82846	1.84654	5.49193	4.82886	3.96291	0	0	0	0	0	0	1.44099	2.51374	8.90371	3.0557	3.32714	3.5785	5.16885	0	4.3921	0	0	0	0	0	0	0	0	7.62753	5.40614	10.8393	5.71804	2.89441	5.60741	4.09184	0	9.9609	3.72403	24.4366	0	7.79277	0	0	0
UniRef90_A0A0T7A6J7	0	0	12.6034	12.7414	9.41517	23.9943	10.1441	8.31929	9.7511	10.9568	12.8696	2.16211	10.3433	10.0322	10.2077	0	0	0	7.93286	0	6.91087	17.7595	17.6537	18.2704	19.0029	17.3331	3.89193	2.30746	6.74314	6.87368	15.385	0	0	0	0	0	0	2.18729	3.37335	14.0142	3.90462	4.02093	3.97339	4.91601	0	13.6108	0	0	0	0	0	0	0	7.92647	9.4079	6.36137	13.423	7.83603	4.34413	6.72555	6.11443	6.11767	4.73848	1.68591	5.91384	10.7391	4.02677	0	0	0
UniRef90_A0A0U1N3T0	0	0	0	16.8314	11.1506	14.1059	12.3174	16.5383	16.2691	17.1848	20.526	0	24.9725	8.37236	18.9018	0	0	0	0	0	0	34.7736	24.5861	25.7626	31.5669	25.1677	3.03407	0.684723	15.0306	21.5756	25.1344	0	0	0	0	0	0	0.339221	0.963714	13.8025	0.67163	0.881517	1.06056	0.491097	0	8.80003	0	0	0	0	0	0	0	12.5659	33.8691	26.9822	47.4481	26.6031	17.9261	26.0756	25.6468	5.88282	0	12.5095	12.2721	10.3256	5.40379	0	0	0
UniRef90_A0A127SMY3	0	0	11.8652	7.04659	2.71527	2.39094	4.61282	7.35853	6.82727	6.37222	11.2609	0	5.64582	8.49682	5.57662	0	0	0	0	0	0	10.2887	4.76562	7.27384	9.18727	6.58149	0.811652	0.397832	7.65769	0	0	0	0	0	0	0	0	0.244275	1.00044	9.05315	1.15687	1.33807	1.30521	0.609444	0	6.5529	0	0	0	0	0	0	0	0	11.0354	5.89782	14.739	6.58718	2.9465	6.72606	6.02006	4.04977	0	0	0	10.6623	0	0	0	0
UniRef90_A0A127SR39	0	0	0	1.88152	2.17594	1.19826	2.50414	2.04968	3.25839	2.78324	3.41404	0	3.98325	0	0	0	0	0	0	0	6.67349	0.80249	1.0775	1.73026	0.881221	1.83559	6.45609	9.02234	0	0	0	0	0	0	0	0	7.83861	10.2378	11.5422	1.14549	12.0241	10.0579	11.9441	13.5035	0	0.973028	0	0	0	0	0	0	0	19.5298	0.956308	0.799394	0.830133	0.8567	0.642045	0.837023	1.21602	0	2.61155	0	0	0	2.17528	0	0	0
UniRef90_A0A127STH1	0	0	33.9198	26.8779	22.2539	24.1184	22.7412	32.7496	30.3446	29.3885	34.8185	7.60758	26.0054	18.099	19.9764	0	0	0	0	0	6.86868	48.0176	34.7684	40.6301	41.7721	38.0522	6.54786	4.5866	35.6566	19.5597	24.1438	0	0	0	0	0	0	1.07342	1.90802	22.2857	2.09705	1.97156	2.55739	1.82754	0	24.8201	0	0	0	0	0	0	0	12.3586	31.1755	21.3846	42.9264	21.6509	14.5949	21.2401	22.1825	12.8123	17.0436	9.8646	23.6494	24.5505	9.52721	0	0	0
UniRef90_A0A127SVR8	31.5027	0	71.2629	27.9571	20.7408	21.0179	22.0293	30.2782	28.7574	29.2248	55.594	13.5377	43.1124	31.3598	41.7035	0	0	0	15.9124	20.2718	20.24	62.6489	47.3419	51.559	64.758	50.9886	14.1235	7.78269	31.5607	60.7642	34.7181	0	0	0	0	0	0	19.4203	24.0855	53.7199	24.7264	22.808	26.7835	30.1909	0	63.1963	0	0	0	0	20.5909	0	0	13.8743	159.623	121.487	201.387	115.078	83.1487	109.152	103.973	19.2559	17.326	44.2153	46.893	33.838	16.097	0	0	0
UniRef90_A0A127SYM8	0	0	16.6981	22.51	15.5716	18.4224	17.307	23.4643	21.2759	22.2461	24.5992	2.6157	21.6011	24.5774	19.2738	0	0	0	7.13932	12.7527	0	34.7009	23.7797	27.3896	32.1498	26.9403	3.20852	0.581709	22.0661	13.9597	19.9144	0	0	0	0	0	0	0.948448	1.13961	18.9027	1.53016	1.85168	2.55023	1.11417	0	22.1973	11.6141	0	0	0	0	0	0	4.62249	31.0189	21.3674	42.6456	21.3429	14.091	22.0688	20.0468	10.0871	12.5166	9.81602	25.3023	18.2069	7.04805	0	0	0
UniRef90_A0A127T141	0	0	14.779	8.56733	5.97178	10.7557	6.82984	7.48196	6.61436	7.63145	9.84305	4.41001	4.86074	6.18344	8.40009	0	0	0	0	18.7279	0	25.7765	18.1652	22.1236	23.6331	20.813	5.07408	2.6594	6.66397	4.77067	14.3998	0	0	0	0	0	0	1.0814	3.11699	15.8674	4.02168	4.192	4.47821	3.37068	0	13.7081	0	0	0	0	8.70422	0	0	11.1686	12.2217	8.31735	16.4107	9.04609	5.86646	8.96766	9.10837	0	0	5.07281	7.40359	6.08331	3.78722	0	0	0
UniRef90_A0A133Q974	0	0	22.1153	18.7791	13.1445	19.2399	15.5343	17.1362	17.1192	18.2495	21.2559	4.36246	11.5508	19.5199	16.4019	0	0	0	0	11.5191	5.79356	41.4155	28.0901	30.3176	35.8569	29.2882	3.57631	0.733524	15.9912	15.1259	28.9865	0	0	0	0	0	0	0.300136	0.321976	7.01498	0.493343	0.394461	0.641328	0.374356	0	8.73381	0	0	0	0	0	0	0	6.17278	29.5287	25.2222	39.3251	24.6856	17.3389	22.5787	22.1121	9.48293	17.4867	4.65528	8.93781	18.8857	6.18912	0	0	0
UniRef90_A0A133QLQ8	0	0	7.52044	6.34379	3.90498	6.09159	4.57603	5.28491	4.8211	5.80974	11.1224	0	8.33539	4.65028	5.26866	0	0	0	0	0	3.72853	14.1764	10.1492	11.3218	13.3127	11.8296	2.23541	1.10714	8.38094	10.3532	9.79518	0	0	0	0	0	0	0.729465	1.57844	4.89233	1.75653	1.78949	1.79168	1.66998	0	6.04545	0	0	0	0	0	0	0	0	25.0358	19.1838	30.5473	19.0025	13.3886	18.1946	17.3184	1.64011	4.49148	8.51238	9.32282	8.11118	2.36648	0	0	0
UniRef90_A0A134BGS8	0	0	7.47099	10.1838	9.12362	12.2023	8.47528	9.24216	9.703	10.7579	7.14211	1.76198	10.9308	7.74855	10.8273	0	0	0	0	0	0	19.7	14.9375	15.1017	16.2563	14.7662	1.56503	0.329089	5.79506	6.60954	15.5839	0	0	0	0	0	0	0.158091	0.205001	4.98434	0.1119	0.252915	0.264073	0.25825	0	3.264	0	0	0	0	0	0	0	0	6.92827	5.0085	8.88719	5.34708	4.52155	6.56939	5.51719	0	3.30283	0	11.6034	3.18484	6.8311	0	0	0
UniRef90_A0A134BR02	0	0	10.4121	4.35262	2.12672	2.89075	2.59591	3.68601	2.83668	3.06308	3.02905	0	0	10.7969	6.96446	0	0	0	0	0	0	8.89281	6.93982	6.41725	7.55067	7.58302	0.591655	0.152446	0	1.42025	2.33113	0	0	0	0	0	0	0	0.151269	0.885411	0.0695847	0	0	0.0886	0	0	0	0	0	0	0	0	0	0	4.54788	2.87992	6.3118	3.38954	3.15272	3.43144	3.47902	0	0	0	5.39042	2.95907	2.75039	0	0	0
UniRef90_A0A137SW61	0	0	23.9764	18.6906	12.5489	16.3312	14.2857	18.3082	17.6142	18.6675	15.1226	0	11.221	15.8052	13.9499	0	0	0	0	0	6.52506	31.3825	21.9571	24.1966	29.1981	23.4052	3.20402	0.71969	10.1051	12.8516	9.40245	0	0	0	0	0	0	0.917622	1.73444	9.19141	1.71204	1.80701	1.87149	1.83489	0	9.54615	0	0	0	0	7.59576	0	0	10.0756	23.4205	19.016	31.5789	17.5443	13.0778	18.4071	15.8517	10.8216	6.34247	7.39224	16.2756	18.0212	9.88386	0	0	0
UniRef90_A0A137SW64	0	0	16.6144	18.6643	12.7739	16.2773	13.7413	18.5489	18.9258	19.3218	16.5212	0	16.7241	18.3393	9.51622	0	0	0	0	0	9.40498	33.573	24.3307	27.1769	33.0134	27.0254	3.13041	0.896105	17.2508	11.8917	15.2865	0	0	0	0	0	0	0.9106	1.89514	9.49147	2.14742	1.85429	2.30587	2.01383	0	8.78474	0	0	0	0	0	0	0	7.67966	22.8722	17.6639	28.8744	17.0696	13.4642	18.5139	15.4248	8.09544	9.06293	4.87779	17.8988	21.035	5.06321	0	0	0
UniRef90_A0A137SYU3	0	0	0	12.9345	12.1893	15.3101	12.0672	13.4098	12.605	15.8903	12.0075	0	6.98765	0	16.1047	0	0	0	0	0	0	9.69338	7.50739	9.13266	9.19483	9.03202	1.2371	0.640522	0	0	0	0	0	0	0	0	0	1.57374	1.82902	5.41551	2.47166	1.81779	2.7273	2.25428	0	4.55185	0	0	0	0	0	0	0	0	6.30106	3.48423	8.56439	4.02271	1.96947	4.14745	3.86573	6.68303	15.2711	0	10.6841	0	5.37346	0	0	0
UniRef90_A0A139K340	0	0	0	3.6384	1.70095	1.68815	2.38272	4.74361	3.36489	3.90633	0	0	0	0	0	0	0	0	0	0	40.5761	0.768546	0.94889	0.79969	0	2.03828	3.32693	3.63988	0	0	0	0	0	0	0	0	0	0	0	0.909027	0	0.201641	0	0.937266	0	0	0	0	0	0	0	0	0	0	0.645062	0.207624	0.71706	1.38775	0.402288	3.03515	1.58324	0	0	0	0	0	0	0	0	0
UniRef90_A0A139K951	0	0	15.1409	15.7058	13.3569	13.672	14.6513	12.7503	16.3425	15.3262	12.1347	0	10.0414	17.6004	18.3874	0	0	0	0	0	11.5524	9.76643	10.1436	12.2514	10.8397	11.5245	12.2037	14.7294	7.52793	7.99431	8.57334	0	0	0	0	0	0	2.31205	3.16451	4.29066	2.70313	2.60721	2.42531	2.59331	0	2.61733	0	0	0	0	0	0	0	6.26398	8.8017	5.59933	12.7	7.01882	4.17292	7.09644	7.33235	7.50578	8.67824	4.24171	14.6422	6.89583	5.87524	0	0	0
UniRef90_A0A139K9G3	0	0	0	2.48369	2.49783	1.56553	2.67074	2.59091	4.0995	3.25435	2.57222	0	3.74219	0	0	0	0	0	0	0	7.25446	2.52878	0.922626	2.32376	1.80309	2.51157	2.95293	3.01725	0	1.35681	0	0	0	0	0	0	0	1.07672	0.619156	0.135407	0.815654	0.437784	0.557635	0.890196	0	0	0	0	0	0	0	0	0	9.17392	0.74883	1.04138	0.404217	0.773477	0.82309	0.84245	1.02944	1.61057	0	0	4.57745	0	2.04364	0	0	0
UniRef90_A0A139KBM3	0	0	0	0.272697	0	0.289003	0.10335	0.0745997	0.390141	0.111309	0	0	0	0	0	0	0	0	0	0	0	0.395727	0.3416	0.655819	0.593319	0.41157	0.751253	0.375885	0	0	0	0	0	0	0	0	0	0	0.139293	0.144801	0.144171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174FYY1	0	0	9.58813	7.73787	6.04739	8.88957	6.27938	7.15801	7.85453	8.25942	6.83715	5.29085	5.05993	9.58649	5.71642	0	0	0	0	0	3.05168	15.656	11.4	12.9256	13.4133	11.7211	1.42719	0.541791	5.90264	3.06007	7.06961	0	0	0	0	0	0	0.248466	0.341372	4.02414	0.340759	0.455454	0.54693	0.648072	0	2.9036	0	0	0	0	0	0	0	0	5.36825	3.85833	5.84568	3.99442	3.04833	4.16521	3.64068	2.07277	1.4229	1.68567	5.52902	3.5828	1.97533	0	0	0
UniRef90_A0A174GCY3	0	0	17.4853	8.00358	6.38548	10.0037	6.45455	7.46439	7.398	8.69487	8.73928	0	14.9395	6.4468	9.22223	0	0	0	0	0	6.65991	14.8092	10.3228	12.0394	13.4934	11.7933	2.76927	1.66108	12.9564	15.2362	6.9809	0	0	0	0	0	0	0.983717	1.9075	6.18313	2.08033	2.16406	1.90295	1.88912	0	5.86473	0	0	0	0	0	0	0	5.93866	25.6797	20.2087	31.6154	18.4861	15.1846	18.8983	18.696	2.83115	4.14038	7.31438	9.54383	20.8092	0.923763	0	0	0
UniRef90_A0A174GGB9	0	0	11.4738	5.08073	2.83069	4.63401	3.64724	4.77994	4.38742	4.92626	4.84691	0	6.34384	2.64252	6.03495	0	0	0	0	0	0	10.2726	7.02842	8.63883	10.2911	8.51261	2.02673	1.14399	3.23641	8.52709	5.35985	0	0	0	0	0	0	0.78703	1.64928	6.00083	1.8142	1.67102	1.74831	1.41928	0	5.7183	0	0	0	0	0	0	0	5.77022	15.9887	11.8515	18.4978	11.2053	8.1243	11.4834	11.4587	0	1.38908	4.49431	4.68017	2.07403	2.2043	0	0	0
UniRef90_A0A174HJE1	0	0	0	1.13624	0.934326	0.825724	0	0	0.189058	0	0	0	0	0	0	0	0	0	0	0	0	1.50753	2.60824	2.24713	2.32824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87607	1.40967	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61074	0	2.45849	1.51391	0.362059	0.232203	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174HJL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.329948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174HJQ3	0	0	10.8137	8.69022	4.99138	3.98262	6.25122	9.24273	7.99056	8.98215	7.76042	0	4.85645	8.46524	7.03344	0	0	0	10.7038	0	0	13.9996	7.82049	9.58728	11.8107	9.55386	1.3706	0.430449	6.19429	8.17988	4.86018	0	0	0	0	0	0	0.998263	1.16853	21.544	1.64842	1.54666	1.92292	0.69002	0	22.9061	0	0	0	0	0	0	0	0	15.6216	7.93634	22.5169	8.81883	3.71525	7.76956	9.11835	3.5145	4.44836	5.26116	8.05137	6.16393	3.23474	0	0	0
UniRef90_A0A174HJV8	0	0	0	0.304755	0.239117	0.281764	0.444077	0.502831	0.355769	0.799443	0	0	0	0	0	0	0	0	0	0	0	1.096	0.412389	0.701969	0.803411	0.465136	0.0676448	0	0	0	0	0	0	0	0	0	0	0	0	1.42889	0	0.106077	0.0885367	0	0	2.10469	0	0	0	0	0	0	0	0	0.845908	0.35424	2.12756	0.882303	0	0.281725	0.587281	0	0	0	0	0	0	0	0	0
UniRef90_A0A174HK62	0	0	0	2.76563	1.4544	1.43407	2.54872	3.06071	2.86464	2.98218	0	0	0	6.29376	3.0448	0	0	0	0	0	0	2.71692	1.97787	2.25212	2.85982	1.69581	0.375036	0.0426809	0	0	0	0	0	0	0	0	0	0.280507	0.219996	4.68317	0.450824	0.434855	0.752384	0.269924	0	5.97856	0	0	0	0	0	0	0	0	3.55792	1.71723	4.37349	1.25036	0.643876	1.1853	1.9626	2.21115	0	0	0	0	1.80367	0	0	0
UniRef90_A0A174HME1	0	0	0	0.19818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09428	1.0105	1.56424	1.50053	1.71407	0.178952	0	0	0	0	0	0	0	0	0	0	0	0	2.09764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204295	0.204395	0	0	0	0	0	0	0	0	0
UniRef90_A0A174HN39	0	0	0	3.78105	2.12809	1.76928	2.75613	4.24836	3.44047	3.8416	3.74294	0	4.65322	3.8596	4.30876	0	0	0	0	0	0	4.61175	2.6514	2.81667	3.99547	2.65477	0.526422	0.143081	0	2.63284	0	0	0	0	0	0	0	0.280393	0.382083	5.20645	0.52466	0.575676	0.744957	0.268767	0	5.6806	0	0	0	0	0	0	0	0	4.9013	2.31567	6.46754	2.79283	1.44543	2.7669	2.97311	0	0	0	5.33659	4.75161	2.26889	0	0	0
UniRef90_A0A174HNG1	0	0	0	0.419534	0	0	0	1.02017	0	0	0	0	0	0	0	0	0	0	0	0	0	5.56627	3.34568	1.66089	1.77028	2.25132	0.548964	0	0	0	0	0	0	0	0	0	0	0.576238	0	5.83753	0	0.573903	0	0	0	9.76022	0	0	0	0	0	0	0	0	4.95613	1.14992	3.97141	3.61008	0.557014	2.85789	2.93915	0	0	0	0	0	0	0	0	0
UniRef90_A0A174HNM9	0	0	0	1.19981	0.518128	0.55483	0.80538	1.45436	1.09806	1.17758	0	0	0	0	0	0	0	0	0	0	0	0.870851	0.762272	1.0363	1.53952	0.99056	0.251182	0	0	0	0	0	0	0	0	0	0	0.12415	0.302285	1.92327	0.0784919	0.174944	0.255959	0	0	1.91089	0	0	0	0	0	0	0	0	1.4869	1.29775	2.28443	0.790462	0.261729	0.825308	0.833919	0	0	0	0	0	0	0	0	0
UniRef90_A0A174HNQ6	0	0	0	0	0	0	0.148972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef90_A0A174HNT4	0	0	0	3.36972	2.44738	1.56748	3.44567	4.09937	3.08026	3.75667	3.78203	0	4.40183	4.49364	4.34787	0	0	0	0	0	0	4.37338	2.47659	4.08474	3.76681	2.85109	0.422845	0.254838	0	5.31994	0	0	0	0	0	0	0	0.108611	0.603377	5.36359	0.505423	0.619449	0.559818	0.558064	0	4.70264	0	0	0	0	0	0	0	0	4.49028	2.44335	5.44987	2.44428	0.675025	2.48749	3.08725	6.31489	2.88599	0	0	0	1.71705	0	0	0
UniRef90_A0A174HNV8	0	0	0	13.5554	6.6684	3.98613	9.19617	13.4506	11.8051	12.1203	0	0	8.37767	0	0	0	0	0	0	0	0	14.2566	7.16679	8.05617	12.3345	7.14718	1.12575	0.571274	0	0	0	0	0	0	0	0	0	0.793579	1.3467	16.2772	1.84651	1.53403	2.54732	1.93298	0	17.6804	0	0	0	0	0	0	0	0	12.0959	6.54152	14.5101	6.31924	5.02675	6.49558	8.29793	0	0	0	0	0	6.64302	0	0	0
UniRef90_A0A174HP05	0	0	104.594	25.2604	8.9321	10.9097	14.1365	21.867	27.8818	22.0047	0	0	0	24.1022	0	0	0	0	0	0	0	29.1437	11.5524	22.8748	27.1431	19.3769	4.52732	0.683428	0	14.2671	0	0	0	0	0	0	0	2.02822	6.07825	31.4865	4.14029	3.39124	3.57406	0.60635	0	45.0681	0	0	0	0	0	0	0	36.1744	23.5777	12.8384	34.6003	15.038	8.09517	15.0435	20.5861	0	0	11.0028	0	89.1756	0	0	0	0
UniRef90_A0A174HPF8	0	0	0	5.28951	2.13913	2.20378	3.57403	6.3915	5.21704	5.85328	0	0	11.4577	0	3.77242	0	0	0	0	0	0	5.14143	3.34498	4.46467	6.19653	4.25514	0.677859	0.165832	0	9.23165	0	0	0	0	0	0	7.61001	0.605897	0.600872	6.93214	1.0686	0.600394	1.05775	0.360296	0	7.93018	0	0	0	0	0	0	0	0	6.10232	3.65887	8.72306	4.61208	1.17349	3.66257	3.54816	0	0	1.77987	5.83962	0	1.48979	0	0	0
UniRef90_A0A174HPN1	0	0	0	15.9498	9.06488	8.01587	12.0801	18.424	15.6611	16.5633	10.3786	0	0	0	11.9314	0	0	0	0	0	0	22.0353	10.6759	12.783	16.6306	11.9115	1.16176	0.699322	16.6035	0	0	0	0	0	0	0	0	2.04217	2.33855	22.9853	2.39393	2.50991	2.7645	0.553099	0	19.1464	0	0	0	0	43.2681	0	0	0	20.6918	8.75452	31.5128	10.1664	6.02102	11.3174	11.4417	25.9939	0	0	36.939	45.6247	0	0	0	0
UniRef90_A0A174HQ24	0	0	0	4.92754	2.84579	2.52926	4.30362	5.85936	4.58532	6.03327	8.5823	0	0	0	0	0	0	0	0	0	0	6.51527	4.26538	4.58847	6.25433	6.86734	1.50287	0.144571	27.4597	6.03608	0	0	0	0	0	0	0	0.324568	0.28573	3.88656	0.887205	1.06702	1.52531	0.187291	0	3.63706	0	0	0	0	35.7794	0	0	0	5.35359	3.56803	5.14292	3.71269	1.11403	3.14367	3.00982	0	0	0	0	0	0	0	0	0
UniRef90_A0A174HQ25	0	0	0	18.8961	13.4995	12.9117	15.32	21.5376	21.1003	21.6968	12.8632	0	19.9656	12.2133	7.39974	0	0	0	16.9332	21.1115	7.02279	19.7142	14.8299	15.3256	18.0402	14.5656	2.1367	0.572702	0	6.03608	7.37232	0	0	0	0	0	0	1.14986	1.17048	20.4081	1.02523	1.63163	1.94683	0.769598	0	24.6518	0	0	0	0	0	0	0	0	16.3218	9.97887	23.8118	11.5156	5.5119	9.47843	10.175	5.37373	0	3.49128	11.4546	22.0081	7.56799	0	0	0
