name	O1_Tg_F_Th	O2_Tg_TR	Y1_Th_TG_f	Y2_Tg_TR	O1_E_1cm	O1_E_5cm	O2_E_1cm	O2_E_5cm	Y1_E_1cm	Y1_E_5cm	Y2_E_1cm	Y2_E_5cm	O1_S_1	O1_S_3	O2_S_1	O2_S_3	Y1_S_1	Y1_S_3	Y2_S_1	Y2_S_3	O1_SI_161cm	O1_SI_1cm	O1_SI_201cm	O1_SI_41cm	O1_SI_81cm	O2_SI_121cm	O2_SI_145cm	O2_SI_49cm	Y1_SI_113cm	Y1_SI_137cm	Y1_SI_29cm	Y1_SI_85cm	Y2_SI_113cm	Y2_SI_141cm	Y2_SI_169cm	Y2_SI_1cm	Y2_SI_29cm	Y2_SI_57cm	O1_LI_10cm	O1_LI_19cm	O1_LI_1cm	O1_LI_28cm	O1_LI_37cm	O1_LI_46cm	O1_LI_55cm	O2_LI_10cm	O2_LI_19cm	O2_LI_1cm	O2_LI_28cm	O2_LI_37cm	O2_LI_46cm	O2_LI_55cm	Y1_LI_10cm	Y1_LI_19cm	Y1_LI_1cm	Y1_LI_28cm	Y1_LI_37cm	Y1_LI_46cm	Y1_LI_55cm	Y2_LI_10cm	Y2_LI_19cm	Y2_LI_1cm	Y2_LI_28cm	Y2_LI_37cm	Y2_LI_46cm	Y2_LI_55cm
Terasakiella sp. SH-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	4.00E-05	0	0	3.00E-05	3.00E-05	0	0	0	0	2.00E-05	0	0	1.00E-05	1.00E-05	0	0	0	1.00E-05	3.00E-05	5.00E-05	1.00E-05	4.00E-05	4.00E-05	3.00E-05	3.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05
Teredinibacter haidensis	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	2.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	3.00E-05	2.00E-05	3.00E-05	3.00E-05	3.00E-05	0	0	0	0	2.00E-05	0	0	0	1.00E-05	0	0	0	1.00E-05	3.00E-05	4.00E-05	1.00E-05	4.00E-05	3.00E-05	3.00E-05	3.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05
Teredinibacter purpureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	2.00E-05	0	0	2.00E-05	0	0	0	2.00E-05	0	0	0	0	1.00E-05	0	0	0	1.00E-05	0	0	0	1.00E-05	3.00E-05	4.00E-05	1.00E-05	3.00E-05	3.00E-05	3.00E-05	3.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	2.00E-05	2.00E-05	1.00E-05
Teredinibacter sp. KSP-S5-2	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	0	0	7.00E-05	0	7.00E-05	5.00E-05	6.00E-05	0	1.00E-05	3.00E-05	0	3.00E-05	0	0	2.00E-05	3.00E-05	0	7.00E-05	5.00E-05	2.00E-05	6.00E-05	9.00E-05	3.00E-05	8.00E-05	8.00E-05	6.00E-05	7.00E-05	3.00E-05	3.00E-05	3.00E-05	4.00E-05	3.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	3.00E-05	2.00E-05	2.00E-05	1.00E-05	2.00E-05	3.00E-05	1.00E-05	2.00E-05	4.00E-05	3.00E-05	3.00E-05
Teredinibacter turnerae	1.00E-05	1.00E-05	0	5.00E-05	0	0	0	0	0	6.00E-05	6.00E-05	0	1.00E-05	0.0001	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	3.00E-05	4.00E-05	5.00E-05	0	0	2.00E-05	3.00E-05	0	1.00E-05	0	0	1.00E-05	0	1.00E-05	3.00E-05	0	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	3.00E-05	3.00E-05	3.00E-05	2.00E-05	3.00E-05	3.00E-05	3.00E-05	3.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	4.00E-05	4.00E-05	2.00E-05
Termitidicoccus mucosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	0	0	0	3.00E-05	0	0	4.00E-05	5.00E-05	0	2.00E-05	6.00E-05	0	2.00E-05	0	0	2.00E-05	2.00E-05	0	6.00E-05	0	1.00E-05	2.00E-05	3.00E-05	2.00E-05	3.00E-05	3.00E-05	3.00E-05	3.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	3.00E-05	8.00E-05	8.00E-05	5.00E-05	5.00E-05	2.00E-05	5.00E-05	5.00E-05	4.00E-05	4.00E-05	2.00E-05	3.00E-05	2.00E-05	3.00E-05	4.00E-05	3.00E-05	3.00E-05
Terrabacter sp. C0L_2	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	2.00E-05	1.00E-05	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	1.00E-05	0	1.00E-05
Terribacillus aidingensis	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	3.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05
Terribacillus goriensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	2.00E-05	0	2.00E-05	2.00E-05	2.00E-05	2.00E-05	0	0	0	1.00E-05	1.00E-05	0	1.00E-05
Terribacillus saccharophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	0	1.00E-05	1.00E-05	0
Terribacillus sp. DMT04	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	0	0	0	0	0	0	0	3.00E-05	0	0	1.00E-05	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	4.00E-05	3.00E-05	1.00E-05	2.00E-05	3.00E-05	3.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05
Terribacillus sp. FSL K6-0262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Terricaulis silvestris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	1.00E-05	1.00E-05	1.00E-05
Terriglobia bacterium	1.00E-05	3.00E-05	0	0	0	0	0	7.00E-05	0	0	0	0	1.00E-05	0	2.00E-05	3.00E-05	3.00E-05	2.00E-05	2.00E-05	1.00E-05	0	3.00E-05	4.00E-05	4.00E-05	5.00E-05	4.00E-05	4.00E-05	4.00E-05	0	2.00E-05	0	0	2.00E-05	2.00E-05	1.00E-05	5.00E-05	3.00E-05	2.00E-05	4.00E-05	5.00E-05	4.00E-05	4.00E-05	3.00E-05	4.00E-05	4.00E-05	2.00E-05	3.00E-05	3.00E-05	2.00E-05	4.00E-05	0.00013	0.00015	0.00011	0.0001	2.00E-05	0.0001	0.0001	0.0001	0.00012	4.00E-05	5.00E-05	3.00E-05	5.00E-05	7.00E-05	6.00E-05	5.00E-05
Terriglobus albidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Terriglobus saanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Terrihabitans soli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Terrilactibacillus sp. S3-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	3.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Terrimonas ferruginea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terrirubrum flagellatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Terrisporobacter glycolicus	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0.00019	0	1.00E-05	0	1.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	0	4.00E-05	4.00E-05	4.00E-05	6.00E-05	5.00E-05	0.00011	0.00086	0.00043	0	5.00E-05	0	0	3.00E-05	2.00E-05	3.00E-05	0	5.00E-05	3.00E-05	5.00E-05	6.00E-05	8.00E-05	5.00E-05	4.00E-05	4.00E-05	5.00E-05	5.00E-05	5.00E-05	3.00E-05	3.00E-05	4.00E-05	4.00E-05	5.00E-05	9.00E-05	0.0001	5.00E-05	0.00013	0.00012	0.00013	0.0001	3.00E-05	4.00E-05	2.00E-05	4.00E-05	5.00E-05	3.00E-05	3.00E-05
Terrisporobacter hibernicus	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	2.00E-05	0	1.00E-05	0	0	0	0	0	0.00016	0.00055	0.00024	0	5.00E-05	0	0	0	0	0	0	0	0	3.00E-05	4.00E-05	2.00E-05	4.00E-05	3.00E-05	4.00E-05	4.00E-05	3.00E-05	3.00E-05	1.00E-05	2.00E-05	3.00E-05	4.00E-05	4.00E-05	0.0001	0.00015	3.00E-05	0.00018	0.00018	0.00019	0.00018	2.00E-05	2.00E-05	1.00E-05	3.00E-05	3.00E-05	2.00E-05	2.00E-05
Tessaracoccus aquimaris	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	3.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	3.00E-05	4.00E-05	2.00E-05	3.00E-05	0	2.00E-05	2.00E-05	2.00E-05	3.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Tessaracoccus defluvii	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	2.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	3.00E-05	4.00E-05	2.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05
Tessaracoccus flavescens	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	1.00E-05	1.00E-05	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	1.00E-05	0	1.00E-05	2.00E-05	3.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	2.00E-05	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Tessaracoccus flavus	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	2.00E-05	3.00E-05	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	1.00E-05
Tessaracoccus lacteus	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	3.00E-05	5.00E-05	2.00E-05	2.00E-05	0	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Tessaracoccus palaemonis	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	0	0	1.00E-05	0	1.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05	0	2.00E-05	2.00E-05	2.00E-05	3.00E-05	0	0	0	0	0	0	1.00E-05
Tessaracoccus sp. MC1865	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	4.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	2.00E-05	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Tessaracoccus timonensis	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	2.00E-05	0	2.00E-05	2.00E-05	2.00E-05	2.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Tetragenococcus halophilus	1.00E-05	2.00E-05	0	0	0	0	0	0	0	6.00E-05	0	0	8.00E-05	0.00017	3.00E-05	3.00E-05	0.00011	0.00021	3.00E-05	3.00E-05	4.00E-05	6.00E-05	4.00E-05	5.00E-05	4.00E-05	4.00E-05	3.00E-05	3.00E-05	0	3.00E-05	0	0	2.00E-05	2.00E-05	1.00E-05	0	0	2.00E-05	4.00E-05	5.00E-05	6.00E-05	4.00E-05	3.00E-05	3.00E-05	3.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	3.00E-05	4.00E-05	0.0001	8.00E-05	3.00E-05	7.00E-05	9.00E-05	7.00E-05	7.00E-05	2.00E-05	3.00E-05	1.00E-05	3.00E-05	4.00E-05	3.00E-05	3.00E-05
Tetragenococcus koreensis	1.00E-05	1.00E-05	0	0	0	0	0	0	0	6.00E-05	0	0	2.00E-05	0	1.00E-05	1.00E-05	3.00E-05	6.00E-05	1.00E-05	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	0	0	0	1.00E-05	1.00E-05	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0
Tetragenococcus osmophilus	0	1.00E-05	0	0	0	0	0	0	0.0001	0	0	0	2.00E-05	0	1.00E-05	1.00E-05	3.00E-05	6.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	4.00E-05	1.00E-05	0	0	1.00E-05	0	0	1.00E-05	1.00E-05	0	0	0	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Thalassobacter stenotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	1.00E-05	0	0	0	0	0	1.00E-05	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	1.00E-05	0
Thalassobaculaceae bacterium	1.00E-05	2.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	2.00E-05	3.00E-05	2.00E-05	1.00E-05	0	0	0	0	0	0	0	0	3.00E-05	0	0	2.00E-05	0	0	0	0	0	0	0	0	2.00E-05	2.00E-05	3.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05	3.00E-05	7.00E-05	7.00E-05	9.00E-05	4.00E-05	3.00E-05	4.00E-05	3.00E-05	3.00E-05	4.00E-05	4.00E-05	4.00E-05	2.00E-05	3.00E-05	4.00E-05	4.00E-05	3.00E-05
Thalassobaculum sp. OXR-137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Thalassococcus sp. S3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	2.00E-05	2.00E-05	2.00E-05	0	2.00E-05	2.00E-05	2.00E-05	3.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Thalassoglobus polymorphus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	1.00E-05	0	0
Thalassolituus hydrocarboniclasticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Thalassolituus oleivorans	1.00E-05	1.00E-05	0	0	0	0	0	0	0	7.00E-05	0	0	1.00E-05	0	2.00E-05	1.00E-05	1.00E-05	4.00E-05	1.00E-05	1.00E-05	0	0	4.00E-05	0	5.00E-05	0	2.00E-05	0	0	2.00E-05	0	0	3.00E-05	1.00E-05	0	0	0	1.00E-05	2.00E-05	4.00E-05	2.00E-05	4.00E-05	3.00E-05	3.00E-05	3.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	3.00E-05	3.00E-05	2.00E-05	3.00E-05	3.00E-05	4.00E-05	2.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05
Thalassolituus sp. C2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	1.00E-05	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Thalassomonas actiniarum	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	0	0	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05	0	2.00E-05	2.00E-05	2.00E-05	3.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Thalassomonas haliotis	1.00E-05	0	0	0	0	0	0	0	5.00E-05	0	0	0	1.00E-05	0	2.00E-05	1.00E-05	2.00E-05	4.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	3.00E-05	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05
Thalassospira indica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Thalassospira lucentensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	0	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	1.00E-05	0	0
Thalassospira marina	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	3.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	0	2.00E-05	2.00E-05	2.00E-05	2.00E-05	0	1.00E-05	0	1.00E-05	2.00E-05	1.00E-05	1.00E-05
Thalassospira sp. A40-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	2.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Thalassospira sp. B30-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	0	0	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Thalassospira sp. GO-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	3.00E-05	1.00E-05	3.00E-05	3.00E-05	3.00E-05	2.00E-05	0	1.00E-05	0	0	1.00E-05	1.00E-05	1.00E-05
