Phylum	Y2_SI_1cm	O1_S_6	Y2_B_RL_L_MG_1	Y1_LI_37cm	Y2_B_LL_L_MG_1	Y2_NC_Air__MG_2	Y2_LI_10cm	Y1_S_1	Y1_S_6	O1_SI_81cm	O1_SI_1cm	O1_LI_37cm	O1_SI_201cm	O1_LI_55cm	Y1_LI_28cm	Y1_LI_19cm	O1_B_RA_L_MG_1	Y2_LI_28cm	O1_SI_41cm	Y1_SI_137cm	O2_B_RL_L_MG_1	Y2_SI_113cm	O2_SI_145cm	Y2_SI_57cm	Y1_LI_55cm	Y1_LI_1cm	O2_LI_55cm	O2_S_6	Y2_B_N_L_MG_1	O1_B_N_L_MG_1	O2_SI_121cm	Y1_B_RA_L_MG_1	Y1_B_LL_L_MG_1	Y2_SI_169cm	Y2_B_RA_L_MG_1	O2_SI_97cm	O1_LI_28cm	Y1_SI_85cm	O1_LI_10cm	Y2_S_6	Y2_LI_55cm	O2_B_RA_L_MG_1	O2_LI_37cm	O1_B_LA_L_MG_1	Y1_LI_46cm	O1_LI_46cm	Y1_SI_29cm	O1_SI_161cm	O2_SI_25cm	O2_B_N_L_MG_1	Y2_LI_46cm	O2_B_LL_L_MG_1	Y2_SI_29cm	Y2_SI_85cm	Y2_NC_scissors__MG_2	O1_S_1	Y2_B_LA_L_MG_1	O2_SI_73cm	Y2_LI_37cm	Y1_SI_1cm	Y2_LI_19cm	O2_LI_10cm	Y2_Lip_Upper	Y2_NC_forceps__MG_2	O1_SI_121cm	O2_LI_19cm	O2_Rshoulder	O1_LI_1cm	Y2_S_1	O2_SI_49cm	O2_LI_1cm	Y1_LI_10cm	O2_SI_1cm	O2_LI_46cm	O2_Lip_Upper	O2_S_1	O1_LI_19cm	Y1_SI_113cm	Y1_B_N_L_MG_1	Y2_SI_141cm	Y1_B_RL_L_MG_1	Y2_Right_Leg	O2_Right_Leg	O1_B_LL_L_MG_1	O2_B_LA_L_MG_1	Y2_Rshoulder	O1_B_RL_L_MG_1	O2_LI_28cm	Y1_SI_57cm	Y2_LI_1cm	Y1_B_LA_L_MG_1
Bacteroidota	0	0	0	0	0	0	0.000192093	0	0	0	0	0	0	0	0	0	0	0.000195923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.50E-05	0	0	0	0	0	0	0	0	0	0.000129485	0	0	0	0	0	0	0	0.000116741	0	0.000147675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000140093	0
Bacteroidota	0	0	0	8.74E-05	0	0	0.000136053	0	0	0	0	6.58E-05	0	6.26E-05	3.08E-05	8.80E-05	0	8.67E-05	0	0.000973697	0	0	0	0	0	0.000194663	0	0	0	0	0	0	0	0	0	0	4.97E-05	0	4.04E-05	0	6.68E-05	0	0	0	9.56E-05	6.53E-05	0	0	0	0	3.20E-05	0	0	0	0	0	0	0	6.33E-05	0	8.26E-05	0	0	0	0	0	0	0	0	0	0	0.001235721	0	0	0	0	5.10E-05	0.00215645	0	0	0	3.63E-05	0	0	0	0	0	0	0	0.000139189	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	3.83E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0.000116929	0	0	0.000803555	0	0	0	0	0.0001468	0	6.11E-05	5.66E-05	0	0	0.000701302	0	0.000826302	0	0	0.000177396	0	1.96E-05	0.000232889	0.000369656	0	0	0	0.000518861	0	0	0	0	0	7.93E-05	0	0.0001377	0	0.000328458	0	0.000428811	0	9.77E-05	7.45E-05	0	0	0	0	0.000452966	0	0	0	0	0	0	0	0.000302839	0	0.000424639	0.00028598	0	0	0	0.000261612	0	8.88E-05	0	0	0.000339817	0.00135835	0.000475372	0.000248482	1.26E-05	0	0.000137919	0	0	0	0	4.52E-05	0	0	0	0	0	0.000278977	0	0.000843813	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.06E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.05E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.24E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.22E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	2.63E-05	0	0	0.000459219	0	0	0	0	0.000226466	0	0.000119671	0	0	0	0.000304539	0	0	0	0	0.000774322	0	0	0	0.001125819	0.000540775	0	0	0	0	0	0	0	0	6.42E-05	0	0.000441808	0	0.000114433	0	0.001454601	0	0	0.000467354	0	0	0	0	0.000146193	0	0	0	0	0	0	0.001709261	0.000167832	0	0.000173303	0.001271201	0	0	0	0.000833914	0	0.00071154	0	0.001884904	0.001266016	0	0.000898246	0.000573471	0	0	0.000411169	0	0	0	0	5.12E-05	0	0	0	0	0	0.000724673	0	0.000447756	0
Bacteroidota	0	0	0	9.55E-05	0	0	0.007155404	0	0	0	0	0.000942117	0	0.000831639	0	0.000110853	0	0.004289343	0.002223534	0.002693299	0	0	0.005103293	0	0	0.000528706	0.009750651	0.007304164	0	0	0.011998651	0	0	0	0	0.018662232	0.001007579	0	0.00105901	0	0.002125262	0	0.009914643	0	0.000105246	0.000945234	0	0	0.014490407	0	0.001825324	0	0	0	0	0	0	0.012129574	0.001874479	0	0.002505409	0.008482439	0	0	0	0.004866279	0	0.001082842	0	0.006655342	0.008027584	0.002414844	0.010502493	0.004353505	1.95E-05	0.009384821	0.001087433	0	0	0	0	0.000825936	0	0	0	0.002669079	0	0.004001263	0	0.007894024	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96E-05	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.77E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71E-05	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.78E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.58E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108643	0	0	0	2.08E-05	0	0	0.000186836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39E-05	0	0	0	0	0	9.59E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28E-05	0	1.96E-05	0	5.25E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64E-05	0	1.64E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.78E-05	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.12E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.85E-06	0	6.53E-06	0	0	0	0	0	0	1.63E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.12E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0	0	0	3.92E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.71E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	5.15E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.08E-05	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.77E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.81E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0.000515886	0	0	0.016351606	0	0	0	0.003233897	0.003120846	0	0.002090459	0.000313145	0.000265178	0	0.012024257	0.004889666	0.005413397	0	0	0.003755587	0	3.82E-05	0.001379693	0.006278543	0.008604245	0	0	0.008483371	0	0	6.65E-05	0	0	0.002375941	0	0.005390096	0	0.006867147	0	0.007611554	0	0.000461924	0.005416674	0	0	0.012655495	0	0.00639722	0	0	0	0	0	0	0.010729216	0.005850302	0	0.00777307	0.006271513	0.000536153	0	0	0.004289495	0	0.005471902	0	0.008959114	0.006147706	0.004159946	0.007333346	0.003010215	5.89E-05	0.010116665	0.005233684	0.007062375	0	0.000169095	0	0.001055169	0	0	0	0.001425017	0	0.003935686	0	0.01519821	0
Bacteroidota	0	0	0	0	0	0	0.000267748	0	0	0	0	0.000377294	0	9.19E-05	0	0	0	0.000325207	0	0	0	0	0.000121907	0	0	0	0.000320147	0	0	0	0	0	0	0	0	0	0.000116784	0	0.000688385	0	0.000141966	0	0.000358128	0	0	0.00061656	0	0	0	0	0.000108136	0	0	0	0	0	0	0	0.000171538	0	0.00012255	0.000257815	0	0	0	0.000309624	0	0.000758877	0	0	0.000323749	0	0.000435396	0.000322281	0	0	0.000598664	0	0	0	0	0	0	0	0	0	0	0.000150047	0	0.000297359	0
Bacteroidota	0	0	0	0	0	0	0.000133563	0	0	0	0	0	0	0	0	0	0	9.13E-05	0	0	0	0	0	0	0	0	6.37E-05	0	0	0	0	0	0	0	0	0	3.70E-05	0	8.23E-05	0	9.11E-05	0	0.000111038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.57E-05	0	0	0	0	7.83E-05	0	0	0	0	8.69E-05	0	0.000132449	0	0	0	6.74E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000125813	0
Bacteroidota	0	0	0	0	0	0	0.000125779	0	0	0	0	0	0	0	0	0	0	5.77E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	7.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108278	0
Bacteroidota	0	0	0	0.000260383	0	0	0.002139803	0	0	0	0	0	0	0	0.000299096	0.000292348	0	0.001166769	0	0.005172206	0	0	0.000374129	0	0	0.001004483	0.000505703	0	0	0	0	0	0	0	0	0	0.000115502	0	0.000277501	0	0.000639421	0	0.000646231	0	0.000383907	0.000239203	0	0	0	0	0.000324873	0	0	0	0	0	0	0	0.000510644	0	0.000834553	0.00075178	0	0	0	0.000422719	0	0	0	0	0.000699454	0.00224505	0.00079325	0.000262023	0	0	0.000227557	0	0	0	0	0.000121827	0	0	0	0	0	0	0	0.002539392	0
Bacteroidota	0	0	0	2.46E-05	0	0	0.001769315	0	0	0	0	0.003882148	0	0.001547647	0	0	0	0.001598739	0.003224651	0.001603473	0	0	0.002386862	0	0	0.000197015	0.003427591	0.005689247	0	0	0.005577751	0	0	0	0	0	0.001476171	0	0.006135779	0	0.000997061	0	0.004203575	0	6.04E-05	0.006558481	0	0	0.006907904	0	0.001260508	0	0	0	0	0	0	0.004509978	0.00084022	0	0.001175392	0.003190732	0	0	0	0.003327763	0	0.006408294	0	0.00493333	0.003716283	0.001179123	0.00452976	0.002174044	1.83E-05	0.005854751	0.005406228	0	0	0	0	0.000339126	0	0	0	0	0	0.00320879	0	0.001730105	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.88E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.83E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	5.86E-05	0	0	8.87E-05	0	0	0	0	0.000241683	0	5.86E-05	0.000107403	0	0	0.000130282	0	0	0	0	0.000823085	0	0	0	0.001738238	0.001326009	0	0	0.003190993	0	0	0	0	0	7.70E-05	0	0.000367065	0	6.86E-05	0	0.001595847	0	0.000129192	0.00046288	0	0	0.002455544	0	0.000111385	0	0	0	0	0	0	0.002224099	9.13E-05	0	0.000112895	0.001087048	0	0	0	0.00115058	0	0.000369823	0	0.001396226	0.001394854	0	0.00167801	0.001105641	0	0	0.000295514	0	0	0	0	4.87E-05	0	0	0	0	0	0.000915845	0	0.000192154	0
Bacteroidota	0	0.003271903	0	0.002630998	0.003952135	0	0.047151631	0	0	0	0.003827878	0.011396257	0.050958011	0.012105476	0.001256204	0.003614687	0	0.023324406	0.029833288	0.129148819	0	0	0.003993516	0	0.000259696	0.023250712	0.002760878	0.009385776	0.002560819	0	0.005538837	0	0	0.000159312	0	0.004896526	0.013296261	0	0.012688102	0.001970008	0.009620646	0	0.005106208	0	0.003485094	0.013816939	0	0	0.013357079	0	0.008343675	0	0	0	0	0.005656239	0	0.006033897	0.009002582	0	0.011786123	0.003793022	0.000275455	0	0	0.003310051	0	0.013412742	0.000131724	0.005026412	0.004170148	0.080878399	0.00553252	0.002879542	4.59E-06	0.007447587	0.012857169	0.142864844	0	0.000252047	0	0.003087439	0	0	0	0.001945261	0	0.003346612	0	0.058603953	0
Bacteroidota	0	0	0	0.000529892	0	0	0.000614886	0	0	0	0	0.000697301	0	0.000559981	0.000424626	0.000228227	0	0.000716482	0.001433178	0.000732506	0	0	0.00732537	0	0.000124512	0.000321693	0.011143156	0.010363615	0	0	0.013646033	0	0	0	0	0.004249815	0.000542892	0	0.001784504	0	0.000640569	0	0.013974525	0	0.000627807	0.00187731	0	0	0.013869775	0	0.00081636	0	0	0	0	0	0	0.011408802	0.000681918	0	0.000534845	0.010792483	0	0	0	0.008685044	0	0.002099116	0	0.008610057	0.012923089	0.001056494	0.012587483	0.005258736	1.27E-05	0.014809075	0.001648689	0	0	0	0	0.000445041	0	0	0	0	0	0.006434253	0	0.000444683	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.99E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.46E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0	0	0	0.000130449	0	0	0	0	0.000140534	0	0	0	0	0	0.000101204	0	0	0	0	0	0	0	0	0.000201782	0	0	0	0	0	0	0	0	0	2.07E-05	0	0.000148261	0	4.89E-05	0	0.000244821	0	0	8.63E-05	0	0	0	0	6.08E-05	0	0	0	0	0	0	0	0	0	6.34E-05	0.000274064	0	0	0	0.000236646	0	0.000153846	0	0	0.000223891	0	0.000125706	0.000210566	0	0	0.000126787	0	0	0	0	0	0	0	0	0	0	0	0	0.000165943	0
Bacteroidota	0	0	0	0.002148429	0	0	0.018530638	0	0	0	0	0.002778909	0	0.00317356	0.001435662	0.001267205	0	0.01208163	0.020180412	0.037353331	0	0	0.005198297	0	0.000367755	0.006510905	0.006104012	0.007174526	0	0	0.016227365	0	0	0	0	0	0.002988239	0	0.003772058	0	0.007177107	0	0.007554244	0	0.002652781	0.003704622	0	0	0.029331606	0	0.006988025	0	0	0	0	0	0	0.023888466	0.006845382	0	0.008736668	0.007204738	0	0	0	0.004701972	0	0.004306219	0	0	0.007425434	0.01761138	0.005992961	0.002654081	0.000586843	0	0.003817989	0	0	0	0	0.000572835	0	0	0	0	0	0.00588519	0	0.017233447	0
Bacteroidota	0	0	0	0	0	0	0.000370177	0	0	0	0	0.000197822	0	0	0	0	0	0.000302614	0	0	0	0	0	0	0	0	0.000162882	0	0	0	0	0	0	0	0	0	9.03E-05	0	0.00032453	0	0.000165914	0	0.000193302	0	0	0.000171574	0	0	0	0	0.000278463	0	0	0	0	0	0	0	0.000202775	0	0.00023167	0.000138115	0	0	0	8.49E-05	0	0	0	0	0.000181621	0	0	0	0	0	0.000244449	0	0	0	0	0	0	0	0	0	0	0.000191171	0	0.000383042	0
Bacteroidota	0	0	0	5.14E-05	0	0	0.000222604	0	0	0	0	0.000701776	0	0.000407488	0	0	0	0.000189722	0	0	0	0	0.000212707	0	0	0	0.000212599	0	0	0	0	0	0	0	0	0	0.000204779	0	0.000678583	0	0.000165412	0	0.000424512	0	2.99E-05	0.00087971	0	0	0	0	0.000260827	0	0	0	0	0	0	0	0.000182392	0	0.000161753	0.000221526	0	0	0	0.000221709	0	0.000850593	0	0	0.000296645	0	0.000315951	0.000127965	8.05E-06	0	0.000721439	0	0	0	0	0	0	0	0	0	0	0	0	0.000163412	0
Bacteroidota	0	0	0	2.89E-05	0	0	0.003514657	0	0	0	0	9.44E-05	0	9.39E-05	6.07E-05	0	0	0.002440658	0	0	0	0	0.001473818	0	0	0	0.002447804	0.00243719	0	0	0.002036528	0	0	0	0	0	0.000103147	0	6.03E-05	0	0.001295405	0	0.002684917	0	3.22E-05	8.21E-05	0	0	0.001295232	0	0.001112923	0	0	0	0	0	0	0.002635969	0.001082173	0	0.001635297	0.002025148	0	0	0	0.001114091	0	0	0	0.002117609	0.0022712	0	0.002033937	0.001240376	0	0.004950708	7.16E-05	0	0	0	0	4.62E-05	0	0	0	0	0	0.000972529	0	0.00270895	0
Bacteroidota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidota	0	0	0	0.000915905	0	0	0.012045537	0	0	0	0.003365892	0.002813371	0.009376274	0.001888988	0.000651667	0.000246703	0	0.012294515	0.00311927	0.003568733	0	0	0.000316118	0	0.000121399	0.001149744	0.000681483	0.002111244	0	0	0	0	0	0	0	0	0.00109103	0	0.008658031	0	0.007750134	0	0.000739778	0	0.00088484	0.008977879	0	0	0.001511104	0	0.009234292	0	0.001520433	0	0	0	0	0.0015857	0.007173899	0	0.009459412	0.000766404	0	0	0	0.000450886	0	0.00934173	0	0	0.000693974	0.003452472	0.000731601	0.000334468	5.19E-06	0.001420638	0.008483556	0.00512157	0	0	0	0.000670296	0	0	0	0	0	0.000514607	0	0.011381711	0
Bacteroidota	0	0	0	0	0	0	3.77E-05	0	0	0	0	0	0	0	0	0	0	4.28E-05	0	0.000598511	0	0	0	0	0	3.71E-05	0	0	0	0	0	0	0	0	0	0	3.38E-06	0	1.63E-05	0	2.97E-05	0	7.64E-06	0	0	2.95E-05	0	0	0	0	3.81E-05	0	0	0	0	0	0	0	2.83E-05	0	2.95E-05	0	0	0	0	1.64E-05	0	0	0	0	4.73E-06	0	0	0	1.17E-05	0	1.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	7.66E-05	0
Bacteroidota	0	0	0	0.000319803	0	0	0.00020984	0	0	0	0	0	0	0	0.000261029	0	0	0.000279523	0	0.001076426	0	0	0	0	0	0.000446371	0.000104011	0	0	0	0	0	0	0	0	0	9.50E-05	0	0	0	0.000186564	0	0.00018393	0	0.000319987	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000171803	0	0.000233922	0	0	0	0	0.000138915	0	0	0	0	0.00015309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00042751	0
Bacteroidota	0	0	0	1.83E-05	0	0	0.002785511	0	0	0	0	0.000230494	0	0.000157542	0	0	0	0.001978397	0	0.000875434	0	0	0.003605094	0	0	0.000137616	0.006389211	0.005129953	0	0	0.011311161	0	0	0	0	0	0.000216493	0	0.000683368	0	0.001071773	0	0.007583138	0	0	0.000641822	0	0	0.009282495	0	0.001026136	0	0	0	0	0	0	0.006383986	0.000976286	0	0.001393908	0.00973685	0	0	0	0.003853547	0	0.000684912	0	0.00383962	0.00774175	0	0.007115167	0.003556603	7.78E-05	0.016444961	0.000602806	0	0	0	0	0.000130777	0	0	0	0	0	0.00482041	0	0.002971421	0
